school_name,classification,detail_url,extraction_timestamp,status,teaching_directorate,neighborhood,municipality,phone,email,ideb_score_final_years,idesp_score_final_years,ideb_score_high_school,idesp_score_high_school,total_students,age_06_10_final_years,age_11_14_final_years,age_15_17_final_years,age_18_plus_final_years,age_06_10_high_school,age_11_14_high_school,age_15_17_high_school,age_18_plus_high_school,total_classes,classes_final_years,classes_high_school,total_classrooms,error_message
MARIO BOMBASSEI FILHO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=923187,2025-07-30T12:18:58.198608,SUCCESS,GUARULHOS NORTE,JARDIM PONTE ALTA I,GUARULHOS,(11) 24361614,E923187A@EDUCACAO.SP.GOV.BR,,,4.00,1.54,435,,221,3,,,1,205,5,15,8,7,19,
MARIO BRIATORE PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=33960,2025-07-30T12:18:58.198608,SUCCESS,OURINHOS,CENTRO,SALTO GRANDE,(14) 33781373,E033960A@EDUCACAO.SP.GOV.BR,4.90,3.19,,1.93,611,9,346,13,,,10,154,3,24,12,8,14,
MARIO BULCAO GIUDICE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13336,2025-07-30T12:18:58.198608,SUCCESS,PINDAMONHANGABA,BAIRRO DO SANTANA,PINDAMONHANGABA,(12) 36423295,E013336A@EDUCACAO.SP.GOV.BR,5.10,2.28,3.90,1.95,435,3,110,2,,,16,224,14,13,4,7,10,
MARIO CARDOSO FRANCO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=14285,2025-07-30T12:18:58.199625,SUCCESS,TAUBATE,CIDADE DE DEUS,TAUBATE,(12) 36221863,E014285A@EDUCACAO.SP.GOV.BR,,,5.00,2.64,370,,,,,,18,246,12,11,,8,12,
MARIO CASASSANTA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1685,2025-07-30T12:18:58.199625,SUCCESS,CENTRO SUL,VILA ALPINA,SAO PAULO,(11) 23415662,E001685A@EDUCACAO.SP.GOV.BR,6.10,3.33,4.90,0.10,332,2,150,5,,,1,110,2,11,5,4,11,
MARIO COVAS GOVERNADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=406272,2025-07-30T12:18:58.199625,SUCCESS,CAPIVARI,PARQUE RESIDENCIAL SAO CLEMENTE,MONTE MOR,(19) 38898874,E406272A@EDUCACAO.SP.GOV.BR,5.20,3.22,4.70,2.38,378,8,216,11,,,4,110,3,12,7,4,7,
MARIO COVAS JUNIOR GOVERNADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=923485,2025-07-30T12:18:58.199625,SUCCESS,SAO VICENTE,PARQUE DAS BANDEIRAS,SAO VICENTE,(13) 35661173,E923485A@EDUCACAO.SP.GOV.BR,4.80,3.83,4.30,2.03,1011,7,352,25,,,4,224,15,37,12,9,14,
MARIO D ELIA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23176,2025-07-30T12:18:58.199625,SUCCESS,FRANCA,JARDIM CONSOLACAO,FRANCA,(16) 37224514,E023176A@EDUCACAO.SP.GOV.BR,6.00,4.12,5.20,2.96,1007,2,456,6,,,2,526,15,26,13,13,15,
MARIO DA SILVA PINTO DR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12397,2025-07-30T12:18:58.199625,SUCCESS,GUARATINGUETA,VILA ANA ROSA NOVAES,CRUZEIRO,(12) 31442840,E012397A@EDUCACAO.SP.GOV.BR,4.50,3.04,3.90,1.95,444,8,165,14,,,9,147,9,17,8,6,14,
MARIO DE ANDRADE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3992,2025-07-30T12:18:58.199625,SUCCESS,CENTRO OESTE,BROOKLIN PAULISTA,SAO PAULO,(11) 50448177,E003992A@EDUCACAO.SP.GOV.BR,,,,,533,,,,,,,,,21,,,17,
MARIO DEDINI COMENDADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48355,2025-07-30T12:18:58.199625,SUCCESS,PIRACICABA,JARDIM ALGODOAL,PIRACICABA,(19) 34215886,E048355A@EDUCACAO.SP.GOV.BR,,,,,343,,,,,,,,,11,,,13,
MARIO FIORANTE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=916080,2025-07-30T12:18:58.200625,SUCCESS,TUPA,JARDIM UNIVERSITARIO,RANCHARIA,(18) 32651099,E916080A@EDUCACAO.SP.GOV.BR,5.60,3.54,,,299,2,275,22,,,,,,10,10,,10,
MARIO FLORENCE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27923,2025-07-30T12:18:58.200625,SUCCESS,CATANDUVA,CENTRO,NOVO HORIZONTE,(17) 35421067,E027923A@EDUCACAO.SP.GOV.BR,,,,1.05,503,,,,,,17,342,4,20,,14,10,
MARIO FRANCISCO DE AMORIM,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904181,2025-07-30T12:18:58.200625,SUCCESS,ITAPECERICA DA SERRA,FLORIDA,EMBU-GUACU,(11) 46612614,E904181A@EDUCACAO.SP.GOV.BR,5.10,2.79,4.10,1.48,447,11,242,1,,,9,142,8,15,8,6,8,
MARIO FRANCISCON,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907182,2025-07-30T12:18:58.200625,SUCCESS,SAO BERNARDO DO CAMPO,DOS CASA,SAO BERNARDO DO CAMPO,(11) 43514982,E907182A@EDUCACAO.SP.GOV.BR,5.30,3.29,4.20,2.22,1270,,480,30,,,5,656,99,33,15,18,15,
MARIO GUILHERME NOTARI,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=900357,2025-07-30T12:18:58.200625,SUCCESS,SOROCABA,JARDIM LUCIANA MARIA,SOROCABA,(15) 32232780,E900357A@EDUCACAO.SP.GOV.BR,4.80,1.92,4.00,1.42,764,1,385,18,,,,,,26,14,,19,
MARIO JOAQUIM ESCOBAR DE ANDRADE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=44933,2025-07-30T12:18:58.200625,SUCCESS,ITAPEVI,PARQUE VIANA,BARUERI,(11) 26588016,E044933A@EDUCACAO.SP.GOV.BR,,,4.10,1.48,448,,,,,,6,374,19,15,,13,20,
MARIO JUNQUEIRA DA SILVA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=905446,2025-07-30T12:18:58.200625,SUCCESS,CAMPINAS OESTE,DIC IV CONJUNTO HABITACIONAL LECH WALESA,CAMPINAS,(19) 32667688,E905446A@EDUCACAO.SP.GOV,,,,,919,,,,,,,,,30,,,18,
MARIO KOZEL FILHO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2859,2025-07-30T12:18:58.200625,SUCCESS,LESTE 2,VILA SEABRA,SAO PAULO,(11) 25814316,E002859A@EDUCACAO.SP.GOV.BR,,2.53,,1.36,2071,1,696,82,1,,1,580,80,62,22,19,23,
MARIO LEANDRO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=46486,2025-07-30T12:18:58.200625,SUCCESS,MAUA,ALIANCA,RIBEIRAO PIRES,(11) 48254311,E046486A@EDUCACAO.SP.GOV.BR,5.20,2.92,4.40,2.61,491,6,216,6,,,2,125,3,18,8,4,12,
MARIO LINS DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23985,2025-07-30T12:18:58.201651,SUCCESS,SERTAOZINHO,DISTRITO DE JURUCE,JARDINOPOLIS,(16) 36931387,E023985A@EDUCACAO.SP.GOV.BR,,,4.90,2.61,104,,,,,,3,101,,5,,5,4,
MARIO LOPES LEAO DR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=43936,2025-07-30T12:18:58.201651,SUCCESS,SUL 3,JARDIM DOS ALAMOS,SAO PAULO,(11) 59202745,E043936A@EDUCACAO.SP.GOV.BR,5.10,3.74,3.90,2.48,1005,2,544,30,,,1,406,22,28,17,11,11,
MARIO MANOEL DANTAS DE AQUINO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35506,2025-07-30T12:18:58.201651,SUCCESS,SUZANO,PARQUE DOURADO,FERRAZ DE VASCONCELOS,(11) 46781264,E035506A@EDUCACAO.SP.GOV.BR,5.50,2.77,4.00,1.54,712,,420,30,,,2,139,5,22,13,5,19,
MARIO MARQUES DE OLIVEIRA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1703,2025-07-30T12:18:58.201651,SUCCESS,LESTE 5,VILA SANTA CLARA,SAO PAULO,(11) 29650384,E001703A@EDUCACAO.SP.GOV.BR,,,4.20,2.64,1712,,,,,,17,1427,120,43,,40,18,
MARIO MARTINS PEREIRA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=910181,2025-07-30T12:18:58.201651,SUCCESS,ITAQUAQUECETUBA,PARQUE RECANTO MONICA,ITAQUAQUECETUBA,(11) 46451471,E910181A@EDUCACAO.SP.GOV.BR,4.30,2.46,,2.12,704,12,321,20,,,12,230,7,25,12,9,23,
MARIO NAKATA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36158,2025-07-30T12:18:58.201651,SUCCESS,GUARULHOS SUL,PARQUE SAO MIGUEL,GUARULHOS,(11) 24804419,E036158A@EDUCACAO.SP.GOV.BR,4.60,2.20,,1.54,924,,466,30,,,1,236,12,27,16,6,16,
MARIO NATIVIDADE DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37965,2025-07-30T12:18:58.201651,SUCCESS,CAMPINAS LESTE,VILA MANOEL DA NOBREGA,CAMPINAS,(19) 32273503,E037965A@EDUCACAO.SP.GOV.BR,5.30,2.97,,,285,,272,13,,,,,,12,12,,14,
MARIO PATARRA FRATTINI PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17140,2025-07-30T12:18:58.201651,SUCCESS,AMERICANA,VILA NOSSA SENHORA DE FATIMA,AMERICANA,(19) 34061844,E017140A@EDUCACAO.SP.GOV.BR,,,,,259,,,,,,,,,10,,,12,
MARIO PEDRO VERCELLINO ALFERES,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16697,2025-07-30T12:18:58.201651,SUCCESS,ITU,VILA GINASIAL,BOITUVA,(15) 32631100,E016697A@EDUCACAO.SP.GOV.BR,,,4.10,1.71,1183,,,,,,10,953,53,32,,26,13,
MARIO PEREIRA PINTO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36080,2025-07-30T12:18:58.202650,SUCCESS,JUNDIAI,JARDIM SANTA LUCIA,CAMPO LIMPO PAULISTA,(11) 40391497,E036080A@EDUCACAO.SP.GOV.BR,6.00,3.19,5.00,1.89,393,8,252,14,,,5,91,5,13,8,4,13,
MARIO REYS COMENDADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2975,2025-07-30T12:18:58.202650,SUCCESS,LESTE 1,PARADA XV DE NOVEMBRO,SAO PAULO,(11) 22056696,E002975A@EDUCACAO.SP.GOV.BR,,,4.50,2.49,770,1,445,13,,,3,144,7,23,13,5,14,
MARIO SALES SOUTO ENGENHEIRO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=9726,2025-07-30T12:18:58.202650,SUCCESS,CARAPICUIBA,CENTRO,CARAPICUIBA,(11) 41643063,E009726A@EDUCACAO.SP.GOV.BR,4.90,3.13,3.70,,1736,19,602,27,1,,3,581,63,46,17,15,16,
MARIO TAVARES DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13407,2025-07-30T12:18:58.202650,SUCCESS,PINDAMONHANGABA,VILA SAO BENEDITO,PINDAMONHANGABA,(12) 36374002,E013407A@EDUCACAO.SP.GOV.BR,6.00,3.31,4.80,2.17,449,11,314,7,,,8,67,1,18,11,5,12,
MARIO TEIXEIRA MARIANO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=504,2025-07-30T12:18:58.202650,SUCCESS,CENTRO,JARDIM PRIMAVERA ZONA NORTE,SAO PAULO,(11) 39361622,E000504A@EDUCACAO.SP.GOV.BR,,,,,771,,,,,,,,,27,,,16,
MARIO TROMBINI COMENDADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39559,2025-07-30T12:18:58.202650,SUCCESS,CARAGUATATUBA,JARDIM RIO SANTOS,CARAGUATATUBA,(12) 38822063,E039559A@EDUCACAO.SP.GOV.BR,5.00,3.48,4.30,1.86,340,8,190,6,,,3,128,5,14,8,6,11,
MARIO VIEIRA MARCONDES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=22354,2025-07-30T12:18:58.202650,SUCCESS,BARRETOS,CELINA,BARRETOS,(17) 33224109,E022354A@EDUCACAO.SP.GOV.BR,5.50,2.92,4.20,1.88,470,,276,34,,,1,106,5,15,9,4,18,
MARISA AFONSO SALERO PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=910211,2025-07-30T12:18:58.202650,SUCCESS,MAUA,QUARTA DIVISAO,RIBEIRAO PIRES,(11) 48247457,E910211A@EDUCACAO.SP.GOV.BR,5.50,4.17,,,528,9,195,5,,,,,,17,6,,9,
MARISA DE MELLO PROFA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2355,2025-07-30T12:18:58.202650,SUCCESS,LESTE 4,VILA ARICANDUVA,SAO PAULO,(11) 20938171,E002355A@EDUCACAO.SP.GOV.BR,,,,,519,2,306,15,,,,,,15,9,,16,
MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=9684,2025-07-30T12:18:58.203649,SUCCESS,CARAPICUIBA,VILA MARGARIDA,CARAPICUIBA,(11) 41870150,E009684A@EDUCACAO.SP.GOV.BR,,,,,892,,,,,,,,,29,,,15,
MARISTELA CAROLINA MELLIN,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48276,2025-07-30T12:18:58.203649,SUCCESS,SUMARE,JARDIM MINDA,HORTOLANDIA,(19) 38652574,E048276A@EDUCACAO.SP.GOV.BR,4.50,2.44,4.20,1.67,724,1,425,32,,,4,248,14,23,15,8,12,
MARISTELA DALLOCA PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=925378,2025-07-30T12:18:58.203649,SUCCESS,SUL 3,PARELHEIROS,SAO PAULO,(11) 59215900,E925378A@EDUCACAO.SP.GOV.BR,4.40,3.29,,,952,,396,18,,,,,,29,12,,17,
MARISTELA VIEIRA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904971,2025-07-30T12:18:58.203649,SUCCESS,SAO BERNARDO DO CAMPO,ALVARENGA,SAO BERNARDO DO CAMPO,(11) 43581666,E904971A@EDUCACAO.SP.GOV.BR,5.50,3.57,4.40,2.63,1212,,594,51,,,,529,38,30,17,13,12,
MARIUMA BUAZAR MAUAD,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904296,2025-07-30T12:18:58.203649,SUCCESS,LESTE 3,CIDADE TIRADENTES,SAO PAULO,(11) 22820525,E904296A@EDUCACAO.SP.GOV.BR,4.10,2.57,3.10,1.54,1073,,317,26,,,2,523,63,28,9,15,10,
MARIVALDO CARLOS DEGAN PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=127887,2025-07-30T12:18:58.203649,SUCCESS,SAO CARLOS,CIDADE ARACY,SAO CARLOS,(16) 33662821,E127887A@EDUCACAO.SP.GOV.BR,5.20,3.60,4.30,1.34,571,1,261,13,,,1,195,4,19,9,7,16,
MARLENE ADUA FORTUNATO PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=917503,2025-07-30T12:18:58.203649,SUCCESS,SUL 3,CHACARA DO SOL,SAO PAULO,(11) 55280190,E917503A@EDUCACAO.SP.GOV.BR,4.20,3.00,,1.45,991,,338,32,,,2,190,28,31,11,7,12,
MARLENE APARECIDA MAIA OLBERG PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=444388,2025-07-30T12:18:58.203649,SUCCESS,TABOAO DA SERRA,JARDIM SANTO EDUARDO,EMBU DAS ARTES,(11) 47822201,E444388A@EDUCACAO.SP.GOV.BR,5.20,3.39,4.90,2.51,712,1,394,10,,,2,241,10,22,11,9,12,
MARLENE CAMARGO RIBEIRO PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41973,2025-07-30T12:18:58.204652,SUCCESS,MAUA,JARDIM ANCHIETA,MAUA,(11) 45554555,E041973A@EDUCACAO.SP.GOV.BR,5.20,3.30,,2.50,1118,19,458,16,,,29,567,29,32,16,16,14,
MARLENE FRATTINI PROFA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=919412,2025-07-30T12:18:58.204652,SUCCESS,ARARAQUARA,JARDIM SAO JOSE,MATAO,(16) 33826604,E919412A@EDUCACAO.SP.GOV.BR,5.40,3.70,,,323,15,306,2,,,,,,10,10,,13,
MARLENE LEITE DA SILVA PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=269335,2025-07-30T12:18:58.204652,SUCCESS,SAO VICENTE,JARDIM QUIETUDE,PRAIA GRANDE,(13) 34721308,E269335A@EDUCACAO.SP.GOV.BR,5.10,3.27,4.50,1.01,540,,237,26,1,,4,186,15,21,9,9,16,
MARLI RAIA REIS PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38477,2025-07-30T12:18:58.204652,SUCCESS,MAUA,JARDIM SANTA ROSA SANTA LUZIA,RIBEIRAO PIRES,(11) 48237448,E038477A@EDUCACAO.SP.GOV.BR,5.80,3.92,,,337,5,164,3,,,,,,10,5,,12,
MARLY DIVA BONFANTI PROFA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=915658,2025-07-30T12:18:58.204652,SUCCESS,NORTE 2,VILA NOVA CACHOEIRINHA,SAO PAULO,(11) 22582683,E915658A@EDUCACAO.SP.GOV.BR,5.20,3.30,,,689,1,359,21,,,,,,23,12,,15,
MARQUES DE SAO VICENTE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11927,2025-07-30T12:18:58.204652,SUCCESS,SANTOS,CAMPO GRANDE,SANTOS,(13) 32845030,E011927A@EDUCACAO.SP.GOV.BR,5.90,4.06,4.70,2.91,588,,243,17,,,2,175,7,18,7,6,19,
MARQUES DE TAMANDARE ALMIRANTE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=401,2025-07-30T12:18:58.204652,SUCCESS,NORTE 1,VILA MARINA,SAO PAULO,(11) 39913701,E000401A@EDUCACAO.SP.GOV.BR,,3.23,,2.06,626,1,368,17,,,4,226,10,18,11,7,16,
MARREY JUNIOR DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=32098,2025-07-30T12:18:58.204652,SUCCESS,PRESIDENTE PRUDENTE,PARQUE SAO JUDAS TADEU,PRESIDENTE PRUDENTE,(18) 32223011,E032098A@EDUCACAO.SP.GOV.BR,6.10,4.33,,,296,,282,14,,,,,,9,9,,9,
MARTA APARECIDA HJERTQUIST BARBOSA PROFA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=920484,2025-07-30T12:18:58.204652,SUCCESS,BAURU,FUNDACAO CASAS  POPULARES  SALVADOR FILARDI,BAURU,(14) 32381914,E920484A@EDUCACAO.SP.GOV.BR,5.10,3.22,,,1293,27,563,21,,,,,,43,18,,28,
MARTA TERESINHA ROSA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37321,2025-07-30T12:18:58.205651,SUCCESS,MAUA,JARDIM ITAPARK VELHO,MAUA,(11) 45766880,E037321A@EDUCACAO.SP.GOV.BR,4.90,2.71,,1.78,878,10,422,19,2,,12,393,20,31,16,15,18,
MARTHA CALIXTO CAZAGRANDE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=906311,2025-07-30T12:18:58.205651,SUCCESS,SUZANO,VILA SOFIA,FERRAZ DE VASCONCELOS,(11) 46753433,E906311A@EDUCACAO.SP.GOV.BR,4.50,2.93,3.70,1.31,545,,228,27,,,1,157,5,18,9,5,14,
MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39147,2025-07-30T12:18:58.205651,SUCCESS,CENTRO SUL,VILA AGUA FUNDA,SAO PAULO,(11) 50731981,E039147A@EDUCACAO.SP.GOV.BR,4.80,2.86,4.20,1.97,696,1,338,35,,,2,258,18,19,11,7,10,
MARTIM AFONSO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12212,2025-07-30T12:18:58.205651,SUCCESS,SAO VICENTE,CENTRO,SAO VICENTE,(13) 34681617,E012212A@EDUCACAO.SP.GOV.BR,,,4.80,2.97,872,2,188,8,,,3,509,42,24,6,15,18,
MARTIM FRANCISCO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3888,2025-07-30T12:18:58.205651,SUCCESS,CENTRO OESTE,VILA NOVA CONCEICAO,SAO PAULO,(11) 38424925,E003888A@EDUCACAO.SP.GOV.BR,6.00,3.55,4.70,2.77,582,,137,12,,,2,389,42,17,5,12,13,
MARTIN EGIDIO DAMY,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37102,2025-07-30T12:18:58.205651,SUCCESS,NORTE 1,BRASILANDIA,SAO PAULO,(11) 39213300,E037102A@EDUCACAO.SP.GOV.BR,,,3.50,1.67,662,,,,,,2,552,50,22,,19,15,
MARTINHO DA SILVA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904348,2025-07-30T12:18:58.205651,SUCCESS,SUL 2,JARDIM VAZ DE LIMA,SAO PAULO,(11) 55140924,E904348A@EDUCACAO.SP.GOV.BR,5.10,3.24,,2.06,859,4,410,25,,,,,,28,13,,14,
MARTINHO RUBENS BELLUCO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=925883,2025-07-30T12:18:58.205651,SUCCESS,AMERICANA,SAO BENEDITO,AMERICANA,(19) 34672255,E925883A@EDUCACAO.SP.GOV.BR,4.70,2.16,3.70,1.51,528,8,199,5,,,8,287,21,18,8,10,14,
MARTINHO SYLVIO BIZUTTI PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23231,2025-07-30T12:18:58.205651,SUCCESS,SAO JOAQUIM DA BARRA,SANTA RITA DO PARAISO,IGARAPAVA,(16) 31721621,E023231A@EDUCACAO.SP.GOV.BR,,,4.00,1.09,312,,,,,,9,170,8,11,,6,16,
MARTINIANO ANTONIO RODRIGUES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27455,2025-07-30T12:18:58.205651,SUCCESS,JOSE BONIFACIO,CENTRO,UNIAO PAULISTA,(17) 32781116,E027455A@EDUCACAO.SP.GOV.BR,4.80,2.86,4.40,0.98,226,6,87,2,,,1,54,2,11,4,3,10,
MARTINS PENA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5034,2025-07-30T12:18:58.206650,SUCCESS,SUL 1,AMERICANOPOLIS,SAO PAULO,(11) 26588636,E005034A@EDUCACAO.SP.GOV.BR,5.00,2.81,4.30,1.84,1605,,758,53,,,4,711,79,40,22,18,17,
MARY AZEVEDO DE CARVALHO PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35294,2025-07-30T12:18:58.206650,SUCCESS,REGISTRO,BAIRRO INHUGUVIRA,CAJATI,(13) 38541396,E035294A@EDUCACAO.SP.GOV.BR,4.60,2.73,4.00,1.87,672,19,427,23,,,2,132,3,25,16,7,15,
MARY MALLET CYRINO PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48975,2025-07-30T12:18:58.206650,SUCCESS,ITAPEVI,JARDIM BELA VISTA,ITAPEVI,(11) 26588201,E048975A@EDUCACAO.SP.GOV.BR,5.20,2.49,4.60,1.32,813,14,576,14,,,6,199,4,23,16,7,17,
MARY MORAES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904338,2025-07-30T12:18:58.206650,SUCCESS,SUL 1,SUPER QUADRA MORUMBI,SAO PAULO,(11) 26588631,E904338A@EDUCACAO.SP.GOV.BR,,,,,304,,,,,,,,,10,,,11,
MASAITI SEKINE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=918684,2025-07-30T12:18:58.206650,SUCCESS,SUZANO,JARDIM FERNANDES,SUZANO,(11) 47495430,E918684A@EDUCACAO.SP.GOV.BR,5.50,3.64,,,701,1,665,35,,,,,,20,20,,12,
MASCARENHAS DE MORAES GENERAL,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20941,2025-07-30T12:18:58.206650,SUCCESS,CAPIVARI,CENTRO,ELIAS FAUSTO,(19) 38211331,E020941A@EDUCACAO.SP.GOV.BR,,,4.20,1.54,467,,,,,,20,340,29,14,,12,12,
MASSAKO HIGASHIOKA PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=40733,2025-07-30T12:18:58.206650,SUCCESS,ITAPECERICA DA SERRA,RECREIO CAMPESTRE,ITAPECERICA DA SERRA,(11) 46664680,E040733A@EDUCACAO.SP.GOV.BR,5.10,3.19,4.70,2.73,246,10,113,5,,,7,110,1,12,6,6,7,
MASSAKO OSAWA HIRABAYASHI PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901659,2025-07-30T12:18:58.206650,SUCCESS,REGISTRO,JARDIM CAICARA,REGISTRO,(13) 38211157,E901659A@EDUCACAO.SP.GOV.BR,5.80,3.96,4.60,1.88,709,10,362,6,,,19,279,33,20,10,10,10,
MASSANORI KARAZAWA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=46917,2025-07-30T12:18:58.207651,SUCCESS,ITAPETININGA,BAIRRO COLONIAL PINHAL,SAO MIGUEL ARCANJO,(15) 998546848,E046917A@EDUCACAO.SP.GOV.BR,6.10,0.32,4.20,,135,2,79,3,,,4,46,1,7,4,3,4,
MATEUS BISPO DOM,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=21124,2025-07-30T12:18:58.207651,SUCCESS,CAPIVARI,CENTRO,MOMBUCA,(19) 34881111,E021124A@EDUCACAO.SP.GOV.BR,,,4.30,2.50,113,,,,,,4,95,5,7,,6,4,
MATEUS NUNES DE SIQUEIRA PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=17899,2025-07-30T12:18:58.207651,SUCCESS,BRAGANCA PAULISTA,CAETETUBA,ATIBAIA,(11) 44123197,E017899A@EDUCACAO.SP.GOV.BR,4.20,2.84,,1.38,555,,214,10,,,,324,7,18,8,10,10,
